客户编号,工作日上班电话时长,工作日下班电话时长,周末电话时长,国际电话时长,总电话时长,平均每次通话时长
K297010,781.2,78.9,33.599999,125.629668,893.699999,8.84851484158416
K297380,586.8,47.700001,12.6,105.679899,647.100001,7.70357144047619
K297640,427.800001,53.4,35.4,4.765705,516.600001,4.41538462393162
K297770,424.800001,165,31.5,168.193153,621.300001,2.65512820940171
K297810,472.200001,225.300001,39,140.492286,736.500002,3.98108109189189
K297880,759.599999,145.500002,35.400001,37.110779,940.500002,6.8152174057971
K297970,378.6,125.1,43,93.065896,546.7,3.21588235294118
K298140,450.599999,58.2,26.400001,24.17443,535.2,4.69473684210526
K298300,363.6,265.800001,30.6,81.05268,660.000001,4.42953020805369
K298370,567.600001,73.800001,26.4,49.734969,667.800002,2.85384616239316
K298420,384,303,32.4,84.058206,719.4,4.89387755102041
K298530,585.6,107.4,21,19.58768,714,5.85245901639344
K298600,445.799999,176.1,23,61.798632,644.899999,3.20845770646766
K298730,308.4,153,48,47.45964,509.4,3.69130434782609
K298840,735.599999,180.300001,31.5,171.477635,947.4,4.40651162790698
K298920,648,170.4,11.4,33.896047,829.8,3.13132075471698
K298950,300.6,193.8,20.5,98.21552,514.9,4.85754716981132
K298970,376.8,337.2,39.500001,116.530233,753.500001,2.94335937890625
K299190,549,24,45.599999,37.492066,618.599999,8.13947367105263
K299300,355.8,237,35.399998,56.402321,628.199998,3.65232556976744
K299340,444,203.399999,14,13.701753,661.399999,5.70172412931034
K299370,367.799999,324.599999,27.599999,43.260647,719.999997,3.91304346195652
K299460,313.2,190.2,14.4,47.319323,517.8,6.02093023255814
K299500,520.199999,41.100001,24,64.563768,585.3,3.70443037974684
K299580,644.399999,137.7,38,178.640564,820.099999,6.35736433333333
K299810,457.200001,203.1,29.399999,87.811879,689.7,4.5078431372549
K299860,709.200001,211.200001,43,178.43878,963.400002,4.5018691682243
K300190,319.8,195,34.8,44.026034,549.6,5.90967741935484
K300450,388.800001,63,48.6,37.852342,500.400001,4.27692308547009
K300560,534.600001,385.500001,18.5,84.857266,938.600002,4.0456896637931
K300590,522,138,15.6,90.139931,675.6,6.08648648648649
K300660,432.6,102.3,44,133.452331,578.9,7.32784810126582
K300680,380.4,143.7,43.799999,40.17866,567.899999,9.96315787719298
K300900,545.399999,71.700001,22.2,129.805909,639.3,3.29536082474227
K300910,505.8,316.5,28.500001,0.882554,850.800001,4.01320755188679
K301040,507,129.9,48,176.939852,684.9,4.82323943661972
K301220,460.800001,363.899999,29.4,28.738392,854.1,2.59604863221884
K301400,656.399999,105.9,8.5,162.76284,770.799999,3.27999999574468
K301460,448.200001,390.6,14.4,72.092497,853.200001,5.65033113245033
K301490,646.2,193.2,35,101.517507,874.4,7.34789915966387
K301530,461.4,79.8,33,91.918086,574.2,5.46857142857143
K301640,450.6,51.900001,24.500001,106.436082,527.000002,3.60958905479452
K301650,511.199999,447,22.800001,10.798563,981,2.42222222222222
K301660,364.2,287.4,8.5,114.809783,660.1,3.5875
K301670,472.2,374.1,9.6,108.334526,855.9,3.17
K301700,722.4,46.199999,49.800001,132.987815,818.4,3.23478260869565
K301780,616.199999,132.600001,35,109.959833,783.8,4.30659340659341
K301860,443.400001,165.300001,13.8,128.32558,622.500002,4.94047620634921
K302010,377.4,237,12,107.819402,626.4,2.51566265060241
K302060,581.4,238.2,25.2,72.046355,844.8,2.28943089430894
K302200,366,187.200001,17,55.553389,570.200001,3.77615894701987
K302210,537.6,420.3,4.8,56.602128,962.7,2.94403669724771
K302350,392.400001,290.1,17.400001,89.025858,699.900002,2.90414938589212
K302380,712.2,86.399999,32.399999,46.67442,830.999998,4.8313953372093
K302480,515.4,422.4,36.5,40.769985,974.3,8.05206611570248
K302640,542.4,199.2,14,51.129771,755.6,5.07114093959732
K302660,457.2,118.8,3,68.615327,579,5.90816326530612
K302830,531.599999,241.199999,21,54.466213,793.799998,3.40686694420601
K303020,501.6,456.899999,30,49.31851,988.499999,3.3737201331058
K303210,1399.799998,928.200002,42.600001,143.510178,2370.600001,1.94152334234234
K303280,1595.4,234,17,113.580056,1846.4,2.20334128878282
K303340,846,379.199999,20.4,55.472156,1245.599999,1.95849056446541
K303470,1074,44.399999,44.5,143.245842,1162.899999,2.09909747111913
K303510,731.4,346.2,18.6,161.382132,1096.2,2.01137614678899
K303620,1091.399999,562.2,4.8,11.323905,1658.399999,2.07299999875
K303640,1183.8,425.4,11.4,96.376812,1620.6,2.04363177805801
K303710,673.199999,546.599999,16.800001,173.047389,1236.599999,1.74908062093352
K303760,1530,302.4,40,34.263394,1872.4,2.32307692307692
K303810,739.8,563.7,43.8,155.851283,1347.3,3.64135135135135
K303900,830.4,426,15,54.380316,1271.4,1.80853485064011
K303910,1060.199999,532.500002,6,176.49566,1598.700001,2.76113989810017
K303950,706.2,393,13.8,8.855221,1113,2.0126582278481
K304020,1164,22.500001,21.6,53.023429,1208.100001,1.73577586350575
K304060,884.4,95.700001,24,98.545334,1004.100001,2.0618069835729
K304220,1189.799999,295.499999,40.200001,1.766802,1525.499999,2.35416666512346
K304400,717,365.399999,21.500001,114.832619,1103.9,1.85529411764706
K304470,1302.600001,148.2,41.399999,69.490038,1492.2,1.76382978723404
K304530,966,47.399999,22,43.545763,1035.399999,2.07911646385542
K304540,1628.400001,227.7,16,130.168725,1872.100001,2.23667861529271
K304580,775.8,520.2,23.399999,69.641535,1319.399999,1.77816711455526
K304700,712.200001,680.1,28.799999,30.956968,1421.1,2.27012779552716
K304730,608.400001,385.199999,10.8,70.949563,1004.4,1.83619744058501
K304780,997.2,120.900001,12,34.872486,1130.100001,1.62137733285509
K304850,1732.199999,511.800001,19.8,50.134895,2263.8,2.34105480868666
K304910,1156.199999,428.4,12.6,119.789267,1597.199999,2.02947903303685
K304940,1320.600001,509.399999,24.600001,73.292063,1854.600001,1.63544973633157
K305300,1312.8,61.8,30,153.977888,1404.6,1.73836633663366
K305360,1915.8,380.700001,48,118.483576,2344.500001,2.0747787619469
K305500,831,469.500001,37.500001,86.496941,1338.000002,1.86350975208914
K305550,1089,180.600001,35.5,13.919273,1305.100001,1.81263889027778
K305560,1345.800001,455.400001,9.6,112.247162,1810.800002,1.76663414829268
K305950,582.6,518.4,42.6,68.597153,1143.6,2.04579606440072
K306000,637.800001,475.199999,29.4,104.927733,1142.4,2.75277108433735
K306010,1545,114.3,13.2,21.021224,1672.5,2.14974293059126
K306070,1201.799999,598.500001,16.8,161.8469,1817.1,1.96443243243243
K306120,1162.799999,159.9,21.499999,119.455638,1344.199998,1.62539298428053
K306140,718.199999,396.9,49,2.438543,1164.099999,2.46109936363636
K306160,774.599999,697.5,9.6,82.744491,1481.699999,2.83307839196941
K306190,1297.8,473.1,32.4,114.906097,1803.3,1.99480088495575
K306210,1450.8,479.100001,9,0.097635,1938.900001,1.70377855975395
K306230,1671,404.4,37.2,30.659006,2112.6,2.1210843373494
K306690,1422.6,356.4,48,19.55911,1827,3.35229357798165
K306780,804,193.500001,12,132.219153,1009.500001,2.00695825248509
K306860,1266,594.9,25.8,70.095279,1886.7,2.28968446601942
K306900,867,156.599999,48,96.719789,1071.599999,2.43545454318182
K306940,1019.400001,24.9,39,54.604707,1083.300001,2.31474359188034
K307140,911.4,75.3,40.199999,50.014063,1026.899999,1.9122905009311
K307160,1332.599999,151.5,33.599999,13.664719,1517.699998,2.10499306241331
K307190,987.6,100.8,30.6,157.537161,1119,1.81655844155844
K307210,1744.2,512.4,48,33.793613,2304.6,2.61292517006803
K307260,856.800001,235.500001,43.800001,175.539704,1136.100003,2.51906874279379
K307280,1138.8,27,15.6,178.208352,1181.4,1.52046332046332
K307310,1545.599999,539.100001,48,120.452403,2132.7,1.82750642673522
K307350,1240.8,380.400001,16,33.042823,1637.200001,2.6195200016
K307400,849.6,410.1,41,125.165754,1300.7,2.19712837837838
K307440,1923,541.2,25.2,46.882801,2489.4,1.86332335329341
K307520,1122,538.500001,11.399999,26.755401,1671.9,1.61380308880309
K307650,1118.4,127.8,46,156.674173,1292.2,2.17542087542088
K307930,1108.2,299.699999,38.4,20.028055,1446.299999,2.21825153220859
K308010,591.599999,471,35.400001,8.326732,1098,2.8298969072165
K308110,829.2,628.8,48.599999,137.210766,1506.599999,2.11601123455056
K308280,954,62.1,4.8,6.02502,1020.9,2.36867749419954
K308420,700.2,304.500002,23.4,168.316182,1028.100002,2.63615385128205
K308660,700.8,257.1,43.5,32.928236,1001.4,2.29153318077803
K308820,855,135.899999,36,48.214503,1026.899999,1.81431095229682
K308860,1172.400001,150,25.2,150.158524,1347.600001,2.41938958886894
K309080,1141.8,153,39.599999,69.2909,1334.399999,2.20927152152318
K309150,570,486.599999,42.5,71.019627,1099.099999,2.7755050479798
K309180,1374.600001,360.300001,22.800001,48.414982,1757.700003,1.76653266633166
K309410,771.6,365.100001,7.8,59.349347,1144.500001,2.38935282045929
K309520,1440.6,148.500001,16.800001,149.14933,1605.900002,1.7883073518931
K309530,1060.8,303.300001,1.8,14.52647,1365.900001,2.1646592725832
K309630,669.6,516.9,36.6,155.070798,1223.1,2.47591093117409
K309640,1182,573,30.6,91.731132,1785.6,2.41297297297297
K309860,1268.399999,507.9,28,43.320424,1804.299999,2.63401459708029
K310040,924.599999,580.8,17.4,87.616275,1522.799999,2.29683257767722
K310080,2376,325.199999,35.399999,97.068512,2736.599998,2.78109755894309
K310670,706.2,512.400001,20.499999,0.910975,1239.1,1.98256
K310810,1006.8,232.2,32.4,157.788863,1271.4,1.58331257783313
K310860,573,448.799999,17.4,67.201515,1039.199999,2.07425149500998
K310870,1183.199999,19.800001,6,78.547259,1209,2.46232179226069
K310920,851.4,546.900001,26.4,32.742838,1424.700001,2.27587859584665
K311070,1251,125.4,36,126.93884,1412.4,2.70574712643678
K311230,1370.4,552.6,49.200001,63.420194,1972.200001,2.49329962199747
K311340,927.599999,73.5,12,47.740022,1013.099999,1.96718446407767
K311400,1290,141,46,36.116564,1477,1.66328828828829
K311480,1066.2,523.8,21,149.963565,1611,2.19482288828338
K311720,1383.6,599.4,12,125.996185,1995,1.73931996512642
K311730,1315.2,138,16.2,5.075881,1469.4,1.93596837944664
K311760,999.600002,253.8,3,94.242078,1256.400002,2.30109890476191
K312000,534,477,36.600001,166.339072,1047.600001,3.06315789766082
K312010,1385.4,103.5,16,121.035901,1504.9,1.69661781285231
K312300,1208.4,74.7,42,64.150497,1325.1,2.74347826086957
K312340,726.599999,315.9,3.6,70.35538,1046.099999,2.07972166799205
K312540,1269.599999,86.7,43,164.980916,1399.299999,2.72768030994152
K312660,1274.4,195,12,53.754327,1481.4,2.9628
K312890,681.599999,380.400001,37.8,140.45721,1099.8,3.18782608695652
K312960,660,367.8,26,136.514167,1053.8,2.43935185185185
K312980,686.400001,499.499999,17,44.496736,1202.9,2.3448343079922
K313090,953.4,301.200001,16.799999,116.916923,1271.4,2.81283185840708
K313170,764.400001,289.2,43.5,70.304938,1097.100001,2.10172413984674
K313230,681.599999,291.900001,46.8,40.341816,1020.3,2.65703125
K313280,1052.4,513.9,33,165.770395,1599.3,1.77109634551495
K313380,1108.8,83.099999,42,66.706677,1233.899999,2.65354838494624
K313400,1036.199999,57.599999,40.2,116.695948,1133.999998,2.71291865550239
K313630,807,359.399999,15,111.960247,1181.399999,2.28069497876448
K313870,1121.399999,60.3,18.499999,25.588932,1200.199998,2.68501118120805
K314030,1117.8,237.6,34.8,29.009771,1390.2,2.95787234042553
K314290,739.799999,563.700001,26.399999,149.713139,1329.899999,3.18157894497608
K314300,990,245.1,4.2,95.767764,1239.3,3.07518610421836
K314310,754.8,528.599999,31.2,91.802546,1314.599999,1.7837177734057
K314670,703.200001,376.799999,49,4.798255,1129,1.88795986622074
K314830,1014,370.499999,19.8,126.917873,1404.299999,1.98347457485876
K314860,819.600001,325.799998,4.8,151.064187,1150.199999,1.83444975917065
K314910,1617.6,554.4,28.2,137.094204,2200.2,2.27293388429752
K314950,1009.2,156.9,40.2,39.301257,1206.3,2.14644128113879
K315190,1725.599999,113.400001,24,8.818372,1863,1.80174081237911
K315250,1045.8,53.1,6,101.149587,1104.9,1.98010752688172
K315370,653.399999,382.200001,26,43.42887,1061.6,1.85270506108202
K315470,845.4,249.9,35,155.007396,1130.3,1.69714714714715
K315500,1051.200001,591.3,41,30.077685,1683.500001,2.19778068015666
K315510,552,486,11.399999,20.735655,1049.399999,1.81557093252595
K315540,1330.199999,79.800001,26,63.676676,1436,2.0140252454418
K315560,1002,491.700001,39,19.279529,1532.700001,2.04087882956059
K315820,975,234.6,11.4,125.882451,1221,3.37292817679558
K315840,989.4,173.1,31.500001,70.87492,1194.000001,2.8428571452381
K315910,1087.2,46.8,21,34.023979,1155,5.4739336492891
K315990,1249.800001,478.800001,25,66.616142,1753.600002,6.35362319565217
K316180,1039.200001,425.7,31,65.685081,1495.900001,4.33594203188406
K316390,1305.599999,132.9,39.599999,32.60057,1478.099998,6.8430555462963
K316570,730.2,256.2,22.2,14.200491,1008.6,4.2025
K316740,1497,575.1,6,151.838073,2078.1,3.06504424778761
K316910,973.200001,234.6,47.4,164.033089,1255.200001,6.64126984656085
K317210,778.8,591,22.2,139.054288,1392,3.44554455445545
K317230,1979.4,597,36.6,79.473732,2613,3.07773851590106
K317240,1125.600001,92.1,33,153.468717,1250.700001,3.22345361082474
K317310,790.799999,244.500001,36,3.323067,1071.3,5.46581632653061
K317360,855,245.699999,32.4,86.830656,1133.099999,3.96188810839161
K317380,696.600001,461.7,28.5,66.001104,1186.800001,8.07346939455782
K317430,834,571.799999,21,117.111074,1426.799999,5.53023255426357
K317440,897,426.9,2.4,93.835202,1326.3,5.76652173913044
K317710,966.6,352.800001,33.500001,91.861113,1352.900002,3.1462790744186
K317720,1879.199999,193.800001,35.499999,154.399187,2108.499999,3.61663807718696
K317870,1450.199999,226.800001,35.400001,126.480445,1712.400001,3.65897436111111
K317890,820.2,621.6,21,95.581325,1462.8,2.81307692307692
K317900,1785,384.899999,15,9.967978,2184.899999,6.46420118047337
K317970,1083,139.799999,30.5,49.150534,1253.299999,5.85654205140187
K318040,1873.199999,456.300001,15.500001,6.234828,2345.000001,4.24050633092224
K318130,839.4,190.500002,23.5,164.41665,1053.400002,3.76214286428571
K318140,950.399999,325.499999,9.600001,82.054426,1285.499999,8.86551723448276
K318240,1281.6,130.199999,49.500001,55.335583,1461.3,3.37482678983834
K318280,823.800001,455.399999,47.399999,30.621881,1326.599999,3.29181141191067
K318290,1385.4,380.699999,32.4,88.988529,1798.499999,6.7867924490566
K318390,584.400001,532.500002,6,47.723336,1122.900003,4.50963856626506
K318560,2139.599999,424.499999,10.2,38.396524,2574.299998,5.50064102136752
K318630,1228.8,129.900001,27.6,109.975344,1386.300001,5.29122137786259
K318680,1177.2,59.700001,16,44.075037,1252.900001,4.38076923426573
K318690,1377.600001,318.299999,34.8,76.936316,1730.7,3.09053571428571
K318840,588,426.3,36,100.001432,1050.3,2.66573604060914
K318860,1399.2,740.699999,12,92.366138,2151.899999,4.55911016737288
K319080,1406.399999,388.500001,21.6,13.702333,1816.5,4.68170103092783
K319340,1553.399999,206.1,29,17.471812,1788.499999,3.82158119444444
K319380,675.599999,356.400001,49.199999,89.179945,1081.199999,4.41306122040816
K319390,1643.4,252.6,18,28.239516,1914,3.58426966292135
K319470,546,442.199999,19.199999,142.069317,1007.399998,2.23370287804878
K319600,982.8,314.4,16.2,114.45675,1313.4,6.28421052631579
K319680,766.200001,416.099999,32.4,162.483687,1214.7,8.37724137931034
K319740,1620,902.1,13.2,125.54714,2535.3,5.11149193548387
K319870,991.200001,180.599999,36.599999,65.510717,1208.399999,5.49272726818182
K320040,777.6,226.2,37,83.93993,1040.8,4.21376518218623
K320070,916.8,63.9,19.5,93.196527,1000.2,6.25125
K320090,1214.399999,274.2,25.8,110.498577,1514.399999,5.78015266793893
K320170,704.400001,558.599999,39,134.259736,1302,5.49367088607595
K320380,814.799999,416.400001,31,62.236741,1262.2,3.58579545454545
K320410,1134.6,603,35,71.211884,1772.6,3.95669642857143
K320420,1014,164.4,27,132.104233,1205.4,3.56627218934911
K320710,876.600001,277.2,14.399999,42.613035,1168.2,4.17214285714286
K320760,1123.2,394.5,49.8,23.063998,1567.5,3.60344827586207
K320770,1518.6,322.2,15,179.012281,1855.8,4.59356435643564
K320820,1046.4,581.4,28.2,113.125214,1656,3.78947368421053
K320950,1742.4,525.3,42.6,50.420199,2310.3,4.43435700575816
K321000,972.6,445.8,20.4,71.726965,1438.8,6.42321428571429
K321060,1266.600001,330.300001,33,45.699034,1629.900002,3.01275416266174
K321070,1281,37.500001,12,10.746486,1330.500001,4.31980519805195
K321190,1468.2,180.3,44,133.26055,1692.5,5.95950704225352
K321230,1098,355.8,24,121.490611,1477.8,5.59772727272727
K321240,563.400001,499.8,7.2,132.390582,1070.400001,9.7309091
K321320,1008,365.100001,49.5,7.478784,1422.600001,2.5725135641953
K321500,1026,67.8,17.5,176.106121,1111.3,7.26339869281046
K321530,933,249.9,42,130.318694,1224.9,4.253125
K321550,695.400001,489,33,71.13581,1217.400001,8.00921053289474
K321800,1515.6,255.300001,43,55.84528,1813.900001,5.98646865016502
K321890,565.199999,481.5,38,107.362253,1084.699999,2.73914141161616
K322110,1095.600001,263.1,28,111.208229,1386.700001,9.00454546103896
K322200,1021.200001,278.100001,17,118.938213,1316.300002,8.54740261038961
K322450,993,197.399999,26.4,83.747504,1216.799999,9.14887217293233
K322490,1465.2,160.2,35.4,158.831011,1660.8,9.02608695652174
K322590,967.8,49.2,25.2,60.447151,1042.2,8.07906976744186
K322890,661.8,581.4,13.8,28.179813,1257,2.36278195488722
K323010,1102.2,258.600001,35,158.017577,1395.800001,3.92078651966292
K323040,799.8,465.899999,12.599999,125.314519,1278.299998,3.78195265680473
K323080,1145.399999,697.5,6,88.503102,1848.899999,2.87990654049844
K323100,1605.6,449.7,1.8,137.438412,2057.1,7.24330985915493
K323140,1113.6,416.1,22,35.239683,1551.7,3.38061002178649
K323200,1549.2,237.6,12,129.057867,1798.8,3.48604651162791
K323220,1867.800001,319.800001,29.399999,21.63549,2217.000001,5.81889764041995
K323370,1219.2,418.499999,24,124.727149,1661.699999,3.77659090681818
K323520,577.799999,536.099999,10.2,154.360917,1124.099998,5.08642533031674
K323580,1161.6,74.4,19,14.800566,1255,4.73584905660377
K323730,846.6,277.2,30,106.672009,1153.8,3.53926380368098
K323760,1863,237,31,39.553602,2131,3.25840978593272
K323970,1170,391.2,41.399999,71.354825,1602.599999,8.47936507407407
K324080,1279.800001,171,3.5,90.456244,1454.300001,3.53844282481752
K324130,835.8,214.2,18,113.292354,1068,2.72448979591837
K324160,1488.600001,408.9,41,140.993972,1938.500001,8.0770833375
K324310,855,206.699999,48,162.397129,1109.699999,9.17107437190083
K324450,1530,316.800001,18,112.345564,1864.800001,3.72215569061876
K324670,882,315.3,28.2,86.444282,1225.5,3.29435483870968
K324690,1051.8,298.499999,4.2,141.733415,1354.499999,4.00739644674556
K324950,992.4,133.499998,18,69.640529,1143.899998,3.3060693583815
